duration	iti	trial_type	stim_file
14.5	14.5	motor/auditory	audio/Funshine.wav
14.5	14.5	visual/auditory	audio/Bleu.wav
14.5	14.5	motor	
14.5	14.5	visual	
14.5	14.5	visual/auditory	audio/Jack_The_Lumberer.wav
14.5	14.5	visual/auditory	audio/Breaking_Bollywood.wav
14.5	14.5	motor	
14.5	14.5	motor/auditory	audio/Stereotype_News.wav
14.5	14.5	visual	
14.5	14.5	visual	
14.5	14.5	visual/auditory	audio/Improv_for_Evil.wav
14.5	14.5	visual	
14.5	14.5	motor	
14.5	14.5	motor/auditory	audio/Le_Baguette.wav
14.5	14.5	motor	
14.5	14.5	motor/auditory	audio/Bleu.wav
