duration	iti	trial_type	stim_file
14.5	14.5	visual/auditory	audio/Bollywood_Groove.wav
14.5	14.5	visual	
14.5	14.5	motor	
14.5	14.5	visual	
14.5	14.5	motor/auditory	audio/Breaking_Bollywood.wav
14.5	14.5	motor/auditory	audio/Shenzhen_Nightlife.wav
14.5	14.5	motor/auditory	audio/Bleu.wav
14.5	14.5	visual	
14.5	14.5	visual/auditory	audio/Coy_Koi.wav
14.5	14.5	motor	
14.5	14.5	motor	
14.5	14.5	motor/auditory	audio/Le_Baguette.wav
14.5	14.5	visual/auditory	audio/Bleu.wav
14.5	14.5	visual/auditory	audio/Cumbish.wav
14.5	14.5	visual	
14.5	14.5	motor	
