duration	iti	trial_type	stim_file
14	14	visual	
14	14	motor	
14	14	visual/auditory	audio/Desert_Conflict.wav
14	14	motor/auditory	audio/Cumbish.wav
14	14	motor	
14	14	motor/auditory	audio/Jack_The_Lumberer.wav
14	14	visual/auditory	audio/Funshine.wav
14	14	visual	
14	14	motor/auditory	audio/Cumbish.wav
14	14	visual/auditory	audio/Shenzhen_Nightlife.wav
14	14	motor	
14	14	visual	
14	14	motor/auditory	audio/Jack_The_Lumberer.wav
14	14	visual/auditory	audio/Jack_The_Lumberer.wav
14	14	visual	
14	14	motor	
